time,Steering_input,x,y,vx,vy,ax,ay,yaw,roll,pitch,yaw_rate,roll_rate,pitch_rate,slip_angle,long_slip,toe_in_r,toe_in_avg,toe_in_l,wlf,wlr,wrf,wrr,tiredef_rf,tiredef_rr,tiredef_lf,tiredef_lr,sp_tor,current_gear,engine_omega,engine_torque,tc_inp_tor,tc_out_tor,tc_out_omg,tc_sr,
+9.14000000e+00,+0.00000000e+00,+7.90665935e+01,+1.16336979e+00,+1.52399016e+01,-8.24393752e-04,-3.80316453e-01,-2.44239546e-04,+1.75623017e-02,+1.39429971e-03,+9.34533467e-03,-9.06780621e-05,+9.99859856e-06,+4.94934921e-04,-2.40150785e-03,-2.20420921e-03,-2.40986987e-03,+1.62013614e-04,+2.73389710e-03,+3.31738939e+01,+3.31060732e+01,+3.31751474e+01,+3.31022333e+01,+1.64046993e-02,+1.45130515e-02,+1.62453132e-02,+1.43536359e-02,-7.36890183e+01,+3,+1.97757407e+02,+0.00000000e+00,-5.39755208e+01,-5.39755208e+01,+2.07159636e+02,+1.04754426e+00,
+9.15000000e+00,+0.00000000e+00,+7.92189558e+01,+1.16603545e+00,+1.52360938e+01,-8.78505237e-04,-3.81194661e-01,+1.56011515e-05,+1.75614047e-02,+1.39474729e-03,+9.35018783e-03,-9.01174987e-05,+8.02788440e-05,+4.76167885e-04,-2.40360540e-03,-2.20931680e-03,-2.41002089e-03,+1.61975079e-04,+2.73397105e-03,+3.31654308e+01,+3.30975858e+01,+3.31667106e+01,+3.30937756e+01,+1.64043017e-02,+1.45125067e-02,+1.62435056e-02,+1.43516686e-02,-7.39759858e+01,+3,+1.97633028e+02,+0.00000000e+00,-5.41752450e+01,-5.41752450e+01,+2.07106721e+02,+1.04793580e+00,
+9.16000000e+00,+0.00000000e+00,+7.93712800e+01,+1.16869993e+00,+1.52322772e+01,-9.30195506e-04,-3.82059292e-01,+2.61317479e-04,+1.75605116e-02,+1.39587995e-03,+9.35487143e-03,-8.98573424e-05,+1.46955462e-04,+4.60925064e-04,-2.40584844e-03,-2.21430641e-03,-2.41019018e-03,+1.62018426e-04,+2.73422703e-03,+3.31569511e+01,+3.30890801e+01,+3.31582578e+01,+3.30853006e+01,+1.64040308e-02,+1.45119826e-02,+1.62417928e-02,+1.43496929e-02,-7.42568333e+01,+3,+1.97510656e+02,+0.00000000e+00,-5.43699972e+01,-5.43699972e+01,+2.07053683e+02,+1.04831655e+00,
+9.17000000e+00,+0.00000000e+00,+7.95235661e+01,+1.17136323e+00,+1.52284519e+01,-9.79563965e-04,-3.82910464e-01,+4.93395424e-04,+1.75596195e-02,+1.39765966e-03,+9.35941830e-03,-8.98671377e-05,+2.09651519e-04,+4.48730958e-04,-2.40820713e-03,-2.21917740e-03,-2.41036376e-03,+1.62139236e-04,+2.73464224e-03,+3.31484555e+01,+3.30805572e+01,+3.31497895e+01,+3.30768090e+01,+1.64038766e-02,+1.45114800e-02,+1.62401769e-02,+1.43477217e-02,-7.45315274e+01,+3,+1.97390243e+02,+0.00000000e+00,-5.45598289e+01,-5.45598289e+01,+2.07000532e+02,+1.04868680e+00,
+9.18000000e+00,+0.00000000e+00,+7.96758139e+01,+1.17402537e+00,+1.52246181e+01,-1.02671161e-03,-3.83743976e-01,+7.12147357e-04,+1.75587259e-02,+1.40004502e-03,+9.36385673e-03,-9.01169035e-05,+2.68068853e-04,+4.39153667e-04,-2.41065407e-03,-2.22392927e-03,-2.41052932e-03,+1.62332851e-04,+2.73519502e-03,+3.31399448e+01,+3.30720180e+01,+3.31413064e+01,+3.30683014e+01,+1.64038295e-02,+1.45109995e-02,+1.62386596e-02,+1.43457669e-02,-7.48000265e+01,+3,+1.97271742e+02,+0.00000000e+00,-5.47447939e+01,-5.47447939e+01,+2.06947274e+02,+1.04904679e+00,
+9.19000000e+00,+0.00000000e+00,+7.98280233e+01,+1.17668635e+00,+1.52207760e+01,-1.07174026e-03,-3.84563928e-01,+9.17637051e-04,+1.75578287e-02,+1.40299205e-03,+9.36821088e-03,-9.05773237e-05,+3.21983012e-04,+4.31802254e-04,-2.41316411e-03,-2.22856186e-03,-2.41067598e-03,+1.62594537e-04,+2.73586505e-03,+3.31314195e+01,+3.30634633e+01,+3.31328090e+01,+3.30597786e+01,+1.64038803e-02,+1.45105415e-02,+1.62372417e-02,+1.43438390e-02,-7.50623425e+01,+3,+1.97155104e+02,+0.00000000e+00,-5.49249489e+01,-5.49249489e+01,+2.06893918e+02,+1.04939679e+00,
+9.20000000e+00,+0.00000000e+00,+7.99801944e+01,+1.17934618e+00,+1.52169256e+01,-1.11475178e-03,-3.85367314e-01,+1.11079140e-03,+1.75569258e-02,+1.40645486e-03,+9.37250123e-03,-9.12198666e-05,+3.71237704e-04,+4.26323942e-04,-2.41571447e-03,-2.23307532e-03,-2.41079438e-03,+1.62919559e-04,+2.73663349e-03,+3.31228805e+01,+3.30548940e+01,+3.31242978e+01,+3.30512412e+01,+1.64040200e-02,+1.45101062e-02,+1.62359237e-02,+1.43419475e-02,-7.53184502e+01,+3,+1.97040284e+02,+0.00000000e+00,-5.51003527e+01,-5.51003527e+01,+2.06840468e+02,+1.04973705e+00,
+9.21000000e+00,+0.00000000e+00,+8.01323269e+01,+1.18200487e+00,+1.52130672e+01,-1.15584746e-03,-3.86153802e-01,+1.29188957e-03,+1.75560156e-02,+1.41038631e-03,+9.37674487e-03,-9.20169566e-05,+4.15738848e-04,+4.22401546e-04,-2.41828486e-03,-2.23746983e-03,-2.41087661e-03,+1.63303123e-04,+2.73748285e-03,+3.31143281e+01,+3.30463109e+01,+3.31157734e+01,+3.30426899e+01,+1.64042402e-02,+1.45096936e-02,+1.62347055e-02,+1.43401006e-02,-7.55682327e+01,+3,+1.96927234e+02,+0.00000000e+00,-5.52710662e+01,-5.52710662e+01,+2.06786933e+02,+1.05006783e+00,
+9.22000000e+00,+0.00000000e+00,+8.02844209e+01,+1.18466243e+00,+1.52092009e+01,-1.19512751e-03,-3.86924799e-01,+1.46159534e-03,+1.75550968e-02,+1.41473862e-03,+9.38095592e-03,-9.29421928e-05,+4.55448936e-04,+4.19751113e-04,-2.42085740e-03,-2.24174576e-03,-2.41091634e-03,+1.63740235e-04,+2.73839681e-03,+3.31057631e+01,+3.30377146e+01,+3.31072363e+01,+3.30341251e+01,+1.64045328e-02,+1.45093035e-02,+1.62335866e-02,+1.43383057e-02,-7.58119065e+01,+3,+1.96815911e+02,+0.00000000e+00,-5.54371520e+01,-5.54371520e+01,+2.06733316e+02,+1.05038936e+00,
+9.23000000e+00,+0.00000000e+00,+8.04364761e+01,+1.18731886e+00,+1.52053269e+01,-1.23269058e-03,-3.87679906e-01,+1.62031443e-03,+1.75541682e-02,+1.41946389e-03,+9.38514580e-03,-9.39705298e-05,+4.90381587e-04,+4.18119542e-04,-2.42341652e-03,-2.24590394e-03,-2.41090893e-03,+1.64225502e-04,+2.73935993e-03,+3.30971860e+01,+3.30291060e+01,+3.30986868e+01,+3.30255475e+01,+1.64048902e-02,+1.45089357e-02,+1.62325658e-02,+1.43365688e-02,-7.60492843e+01,+3,+1.96706269e+02,+0.00000000e+00,-5.55986750e+01,-5.55986750e+01,+2.06679623e+02,+1.05070188e+00,
+9.24000000e+00,+0.00000000e+00,+8.05884926e+01,+1.18997416e+00,+1.52014454e+01,-1.26863315e-03,-3.88417592e-01,+1.76903361e-03,+1.75532289e-02,+1.42451462e-03,+9.38932355e-03,-9.50783519e-05,+5.20596214e-04,+4.17282289e-04,-2.42594880e-03,-2.24994561e-03,-2.41085128e-03,+1.64753133e-04,+2.74035754e-03,+3.30885973e+01,+3.30204856e+01,+3.30901254e+01,+3.30169577e+01,+1.64053052e-02,+1.45085898e-02,+1.62316418e-02,+1.43348952e-02,-7.62805084e+01,+3,+1.96598264e+02,+0.00000000e+00,-5.57557015e+01,-5.57557015e+01,+2.06625858e+02,+1.05100564e+00,
+9.25000000e+00,+0.00000000e+00,+8.07404703e+01,+1.19262834e+00,+1.51975566e+01,-1.30304894e-03,-3.89139757e-01,+1.90778372e-03,+1.75522782e-02,+1.42984407e-03,+9.39349610e-03,-9.62435748e-05,+5.46192882e-04,+4.17041104e-04,-2.42844290e-03,-2.25387210e-03,-2.41074148e-03,+1.65317147e-04,+2.74137577e-03,+3.30799974e+01,+3.30118541e+01,+3.30815525e+01,+3.30083560e+01,+1.64057710e-02,+1.45082654e-02,+1.62308127e-02,+1.43332892e-02,-7.65055646e+01,+3,+1.96491852e+02,+0.00000000e+00,-5.59082997e+01,-5.59082997e+01,+2.06572026e+02,+1.05130087e+00,
+9.26000000e+00,+0.00000000e+00,+8.08924090e+01,+1.19528139e+00,+1.51936605e+01,-1.33602862e-03,-3.89843871e-01,+2.03753034e-03,+1.75513157e-02,+1.43540672e-03,+9.39766852e-03,-9.74456730e-05,+5.67307116e-04,+4.17221880e-04,-2.43088926e-03,-2.25768459e-03,-2.41057852e-03,+1.65911584e-04,+2.74240169e-03,+3.30713869e+01,+3.30032120e+01,+3.30729683e+01,+3.29997431e+01,+1.64062812e-02,+1.45079620e-02,+1.62300762e-02,+1.43317540e-02,-7.67245723e+01,+3,+1.96386991e+02,+0.00000000e+00,-5.60565396e+01,-5.60565396e+01,+2.06518131e+02,+1.05158778e+00,
+9.27000000e+00,+0.00000000e+00,+8.10443088e+01,+1.19793332e+00,+1.51897575e+01,-1.36765960e-03,-3.90531436e-01,+2.15899079e-03,+1.75503410e-02,+1.44115856e-03,+9.40184424e-03,-9.86658880e-05,+5.84105050e-04,+4.17672704e-04,-2.43327942e-03,-2.26138406e-03,-2.41036189e-03,+1.66530783e-04,+2.74342346e-03,+3.30627662e+01,+3.29945599e+01,+3.30643734e+01,+3.29911193e+01,+1.64068301e-02,+1.45076789e-02,+1.62294298e-02,+1.43302924e-02,-7.69374643e+01,+3,+1.96283640e+02,+0.00000000e+00,-5.62004919e+01,-5.62004919e+01,+2.06464176e+02,+1.05186661e+00,
+9.28000000e+00,+0.00000000e+00,+8.11961695e+01,+1.20058413e+00,+1.51858476e+01,-1.39802581e-03,-3.91199391e-01,+2.27222105e-03,+1.75493542e-02,+1.44705737e-03,+9.40602529e-03,-9.98872387e-05,+5.96778966e-04,+4.18261797e-04,-2.43560552e-03,-2.26497171e-03,-2.41009127e-03,+1.67169663e-04,+2.74443060e-03,+3.30541355e+01,+3.29858983e+01,+3.30557681e+01,+3.29824852e+01,+1.64074121e-02,+1.45074157e-02,+1.62288706e-02,+1.43289062e-02,-7.71444793e+01,+3,+1.96181756e+02,+0.00000000e+00,-5.63402287e+01,-5.63402287e+01,+2.06410164e+02,+1.05213757e+00,
+9.29000000e+00,+0.00000000e+00,+8.13479911e+01,+1.20323382e+00,+1.51819310e+01,-1.42720749e-03,-3.91854113e-01,+2.37817214e-03,+1.75483553e-02,+1.45306297e-03,+9.41021247e-03,-1.01094199e-04,+6.05542587e-04,+4.18875667e-04,-2.43786039e-03,-2.26844872e-03,-2.40976656e-03,+1.67823814e-04,+2.74541419e-03,+3.30454954e+01,+3.29772277e+01,+3.30471526e+01,+3.29738411e+01,+1.64080222e-02,+1.45071717e-02,+1.62283954e-02,+1.43275965e-02,-7.73454067e+01,+3,+1.96081299e+02,+0.00000000e+00,-5.64758229e+01,-5.64758229e+01,+2.06356099e+02,+1.05240088e+00,
+9.30000000e+00,+0.00000000e+00,+8.14997735e+01,+1.20588239e+00,+1.51780080e+01,-1.45528102e-03,-3.92488951e-01,+2.47792972e-03,+1.75473445e-02,+1.45913739e-03,+9.41440552e-03,-1.02272938e-04,+6.10626584e-04,+4.19417399e-04,-2.44003799e-03,-2.27181656e-03,-2.40938810e-03,+1.68489243e-04,+2.74636659e-03,+3.30368463e+01,+3.29685485e+01,+3.30385274e+01,+3.29651874e+01,+1.64086556e-02,+1.45069462e-02,+1.62280008e-02,+1.43263637e-02,-7.75405471e+01,+3,+1.95982229e+02,+0.00000000e+00,-5.66073481e+01,-5.66073481e+01,+2.06301983e+02,+1.05265674e+00,
+9.31000000e+00,+0.00000000e+00,+8.16515167e+01,+1.20852984e+00,+1.51740786e+01,-1.48231899e-03,-3.93108757e-01,+2.57059570e-03,+1.75463221e-02,+1.46524507e-03,+9.41860330e-03,-1.03411279e-04,+6.12274538e-04,+4.19805250e-04,-2.44213361e-03,-2.27507667e-03,-2.40895679e-03,+1.69162211e-04,+2.74728122e-03,+3.30281883e+01,+3.29598612e+01,+3.30298928e+01,+3.29565247e+01,+1.64093081e-02,+1.45067386e-02,+1.62276834e-02,+1.43252080e-02,-7.77298601e+01,+3,+1.95884509e+02,+0.00000000e+00,-5.67348785e+01,-5.67348785e+01,+2.06247818e+02,+1.05290537e+00,
+9.32000000e+00,+0.00000000e+00,+8.18032205e+01,+1.21117618e+00,+1.51701431e+01,-1.50839003e-03,-3.93711358e-01,+2.65811286e-03,+1.75452886e-02,+1.47135291e-03,+9.42280392e-03,-1.04498585e-04,+6.10739248e-04,+4.19971152e-04,-2.44414358e-03,-2.27823095e-03,-2.40847399e-03,+1.69839157e-04,+2.74815230e-03,+3.30195220e+01,+3.29511662e+01,+3.30212490e+01,+3.29478532e+01,+1.64099757e-02,+1.45065483e-02,+1.62274393e-02,+1.43241285e-02,-7.79134762e+01,+3,+1.95788098e+02,+0.00000000e+00,-5.68584889e+01,-5.68584889e+01,+2.06193606e+02,+1.05314695e+00,
+9.33000000e+00,+0.00000000e+00,+8.19548850e+01,+1.21382139e+00,+1.51662017e+01,-1.53355872e-03,-3.94296038e-01,+2.74034426e-03,+1.75442445e-02,+1.47743038e-03,+9.42700487e-03,-1.05525604e-04,+6.06279244e-04,+4.19859302e-04,-2.44606521e-03,-2.28128161e-03,-2.40794157e-03,+1.70516475e-04,+2.74897452e-03,+3.30108475e+01,+3.29424638e+01,+3.30125964e+01,+3.29391734e+01,+1.64106547e-02,+1.45063747e-02,+1.62272647e-02,+1.43231243e-02,-7.80913448e+01,+3,+1.95692960e+02,+0.00000000e+00,-5.69782547e+01,-5.69782547e+01,+2.06139350e+02,+1.05338170e+00,
+9.34000000e+00,+0.00000000e+00,+8.21065100e+01,+1.21646549e+00,+1.51622544e+01,-1.55788547e-03,-3.94865806e-01,+2.81818874e-03,+1.75431906e-02,+1.48344955e-03,+9.43120313e-03,-1.06484592e-04,+5.99155885e-04,+4.19424924e-04,-2.44789680e-03,-2.28423094e-03,-2.40736195e-03,+1.71190472e-04,+2.74974290e-03,+3.30021651e+01,+3.29337544e+01,+3.30039352e+01,+3.29304854e+01,+1.64113418e-02,+1.45062170e-02,+1.62271557e-02,+1.43221938e-02,-7.82637860e+01,+3,+1.95599057e+02,+0.00000000e+00,-5.70942519e+01,-5.70942519e+01,+2.06085050e+02,+1.05360980e+00,
+9.35000000e+00,+0.00000000e+00,+8.22580956e+01,+1.21910846e+00,+1.51583016e+01,-1.58142661e-03,-3.95417870e-01,+2.89175736e-03,+1.75421274e-02,+1.48938511e-03,+9.43539529e-03,-1.07369181e-04,+5.89630747e-04,+4.18632999e-04,-2.44963746e-03,-2.28708112e-03,-2.40673790e-03,+1.71857561e-04,+2.75045302e-03,+3.29934752e+01,+3.29250383e+01,+3.29952656e+01,+3.29217898e+01,+1.64120341e-02,+1.45060747e-02,+1.62271081e-02,+1.43213352e-02,-7.84307110e+01,+3,+1.95506354e+02,+0.00000000e+00,-5.72065570e+01,-5.72065570e+01,+2.06030710e+02,+1.05383143e+00,
+9.36000000e+00,+0.00000000e+00,+8.24096416e+01,+1.22175032e+00,+1.51543432e+01,-1.60423444e-03,-3.95951977e-01,+2.96134403e-03,+1.75410558e-02,+1.49521435e-03,+9.43957765e-03,-1.08174481e-04,+5.77963098e-04,+4.17457296e-04,-2.45128678e-03,-2.28983396e-03,-2.40607222e-03,+1.72514530e-04,+2.75110128e-03,+3.29847780e+01,+3.29163157e+01,+3.29865879e+01,+3.29130867e+01,+1.64127289e-02,+1.45059470e-02,+1.62271179e-02,+1.43205462e-02,-7.85922551e+01,+3,+1.95414816e+02,+0.00000000e+00,-5.73152465e+01,-5.73152465e+01,+2.05976330e+02,+1.05404680e+00,
+9.37000000e+00,+0.00000000e+00,+8.25611481e+01,+1.22439106e+00,+1.51503796e+01,-1.62635740e-03,-3.96473042e-01,+3.02757820e-03,+1.75399765e-02,+1.50091714e-03,+9.44374625e-03,-1.08896969e-04,+5.64407755e-04,+4.15879458e-04,-2.45284453e-03,-2.29249135e-03,-2.40536756e-03,+1.73158608e-04,+2.75168477e-03,+3.29760737e+01,+3.29075871e+01,+3.29779023e+01,+3.29043765e+01,+1.64134236e-02,+1.45058334e-02,+1.62271809e-02,+1.43198244e-02,-7.87485769e+01,+3,+1.95324408e+02,+0.00000000e+00,-5.74203973e+01,-5.74203973e+01,+2.05921911e+02,+1.05425607e+00,
+9.38000000e+00,+0.00000000e+00,+8.27126148e+01,+1.22703069e+00,+1.51464109e+01,-1.64784011e-03,-3.96976169e-01,+3.09076673e-03,+1.75388905e-02,+1.50647588e-03,+9.44789703e-03,-1.09534289e-04,+5.49213354e-04,+4.13887922e-04,-2.45431048e-03,-2.29505536e-03,-2.40462627e-03,+1.73787619e-04,+2.75220151e-03,+3.29673626e+01,+3.28988525e+01,+3.29692092e+01,+3.28956595e+01,+1.64141161e-02,+1.45057332e-02,+1.62272930e-02,+1.43191672e-02,-7.88997336e+01,+3,+1.95235096e+02,+0.00000000e+00,-5.75220860e+01,-5.75220860e+01,+2.05867456e+02,+1.05445942e+00,
+9.39000000e+00,+0.00000000e+00,+8.28640419e+01,+1.22966920e+00,+1.51424372e+01,-1.66872353e-03,-3.97464089e-01,+3.15139785e-03,+1.75377985e-02,+1.51187538e-03,+9.45202579e-03,-1.10085024e-04,+5.32620487e-04,+4.11476998e-04,-2.45568468e-03,-2.29752799e-03,-2.40385058e-03,+1.74399931e-04,+2.75265044e-03,+3.29586448e+01,+3.28901124e+01,+3.29605086e+01,+3.28869359e+01,+1.64148044e-02,+1.45056458e-02,+1.62274501e-02,+1.43185717e-02,-7.90458369e+01,+3,+1.95146847e+02,+0.00000000e+00,-5.76203892e+01,-5.76203892e+01,+2.05812965e+02,+1.05465703e+00,
+9.40000000e+00,+0.00000000e+00,+8.30154293e+01,+1.23230660e+00,+1.51384587e+01,-1.68904504e-03,-3.97937075e-01,+3.20958105e-03,+1.75367014e-02,+1.51710284e-03,+9.45612835e-03,-1.10548691e-04,+5.14859892e-04,+4.08646071e-04,-2.45696768e-03,-2.29991127e-03,-2.40304271e-03,+1.74994328e-04,+2.75303136e-03,+3.29499207e+01,+3.28813668e+01,+3.29518009e+01,+3.28782061e+01,+1.64154867e-02,+1.45055707e-02,+1.62276481e-02,+1.43180349e-02,-7.91870039e+01,+3,+1.95059629e+02,+0.00000000e+00,-5.77153833e+01,-5.77153833e+01,+2.05758439e+02,+1.05484906e+00,
+9.41000000e+00,+0.00000000e+00,+8.31667768e+01,+1.23494289e+00,+1.51344755e+01,-1.70883869e-03,-3.98393279e-01,+3.26594106e-03,+1.75356001e-02,+1.52214772e-03,+9.46020052e-03,-1.10925583e-04,+4.96151091e-04,+4.05398904e-04,-2.45816059e-03,-2.30220706e-03,-2.40220503e-03,+1.75569798e-04,+2.75334463e-03,+3.29411903e+01,+3.28726161e+01,+3.29430863e+01,+3.28694701e+01,+1.64161615e-02,+1.45055073e-02,+1.62278830e-02,+1.43175538e-02,-7.93232504e+01,+3,+1.94973410e+02,+0.00000000e+00,-5.78071439e+01,-5.78071439e+01,+2.05703879e+02,+1.05503569e+00,
+9.42000000e+00,+0.00000000e+00,+8.33180846e+01,+1.23757807e+00,+1.51304879e+01,-1.72813545e-03,-3.98834644e-01,+3.32028650e-03,+1.75344954e-02,+1.52700158e-03,+9.46423816e-03,-1.11216758e-04,+4.76701481e-04,+4.01743193e-04,-2.45926509e-03,-2.30441775e-03,-2.40134037e-03,+1.76125246e-04,+2.75359086e-03,+3.29324539e+01,+3.28638604e+01,+3.29343650e+01,+3.28607284e+01,+1.64168275e-02,+1.45054550e-02,+1.62281510e-02,+1.43171250e-02,-7.94548021e+01,+3,+1.94888160e+02,+0.00000000e+00,-5.78957466e+01,-5.78957466e+01,+2.05649286e+02,+1.05521707e+00,
+9.43000000e+00,+0.00000000e+00,+8.34693524e+01,+1.24021214e+00,+1.51264959e+01,-1.74696322e-03,-3.99261866e-01,+3.37333756e-03,+1.75333882e-02,+1.53165801e-03,+9.46823725e-03,-1.11424088e-04,+4.56705740e-04,+3.97689921e-04,-2.46028338e-03,-2.30654574e-03,-2.40045192e-03,+1.76659433e-04,+2.75377079e-03,+3.29237117e+01,+3.28550999e+01,+3.29256372e+01,+3.28519812e+01,+1.64174834e-02,+1.45054132e-02,+1.62284481e-02,+1.43167455e-02,-7.95816316e+01,+3,+1.94803849e+02,+0.00000000e+00,-5.79812666e+01,-5.79812666e+01,+2.05594662e+02,+1.05539335e+00,
+9.44000000e+00,+0.00000000e+00,+8.36205804e+01,+1.24284512e+00,+1.51224998e+01,-1.76534687e-03,-3.99675027e-01,+3.42494270e-03,+1.75322792e-02,+1.53611248e-03,+9.47219387e-03,-1.11549917e-04,+4.36345303e-04,+3.93252792e-04,-2.46121823e-03,-2.30859351e-03,-2.39954305e-03,+1.77171104e-04,+2.75388526e-03,+3.29149638e+01,+3.28463348e+01,+3.29169030e+01,+3.28432286e+01,+1.64181281e-02,+1.45053814e-02,+1.62287708e-02,+1.43164120e-02,-7.97040249e+01,+3,+1.94720447e+02,+0.00000000e+00,-5.80637789e+01,-5.80637789e+01,+2.05540006e+02,+1.05556470e+00,
+9.45000000e+00,+0.00000000e+00,+8.37717683e+01,+1.24547699e+00,+1.51184996e+01,-1.78330845e-03,-4.00071548e-01,+3.47563017e-03,+1.75311694e-02,+1.54036222e-03,+9.47610427e-03,-1.11597113e-04,+4.15787994e-04,+3.88447770e-04,-2.46207279e-03,-2.31056323e-03,-2.39861706e-03,+1.77659138e-04,+2.75393534e-03,+3.29062104e+01,+3.28375653e+01,+3.29081627e+01,+3.28344708e+01,+1.64187607e-02,+1.45053591e-02,+1.62291155e-02,+1.43161211e-02,-7.98220012e+01,+3,+1.94637926e+02,+0.00000000e+00,-5.81433578e+01,-5.81433578e+01,+2.05485320e+02,+1.05573126e+00,
+9.46000000e+00,+0.00000000e+00,+8.39229163e+01,+1.24810776e+00,+1.51144955e+01,-1.80086746e-03,-4.00456316e-01,+3.52513432e-03,+1.75300594e-02,+1.54440604e-03,+9.47996484e-03,-1.11569171e-04,+3.95187926e-04,+3.83292779e-04,-2.46285009e-03,-2.31245678e-03,-2.39767696e-03,+1.78122747e-04,+2.75392246e-03,+3.28974517e+01,+3.28287915e+01,+3.28994164e+01,+3.28257081e+01,+1.64193804e-02,+1.45053456e-02,+1.62294788e-02,+1.43158697e-02,-7.99356772e+01,+3,+1.94556258e+02,+0.00000000e+00,-5.82200771e+01,-5.82200771e+01,+2.05430605e+02,+1.05589319e+00,
+9.47000000e+00,+0.00000000e+00,+8.40740243e+01,+1.25073745e+00,+1.51104876e+01,-1.81804117e-03,-4.00826906e-01,+3.57389807e-03,+1.75289500e-02,+1.54824424e-03,+9.48377219e-03,-1.11469942e-04,+3.74685590e-04,+3.77807101e-04,-2.46355254e-03,-2.31427600e-03,-2.39672517e-03,+1.78561733e-04,+2.75384864e-03,+3.28886878e+01,+3.28200136e+01,+3.28906643e+01,+3.28169406e+01,+1.64199867e-02,+1.45053405e-02,+1.62298573e-02,+1.43156547e-02,-8.00451201e+01,+3,+1.94475416e+02,+0.00000000e+00,-5.82940097e+01,-5.82940097e+01,+2.05375861e+02,+1.05605061e+00,
+9.48000000e+00,+0.00000000e+00,+8.42250921e+01,+1.25336604e+00,+1.51064762e+01,-1.83484468e-03,-4.01182560e-01,+3.62199522e-03,+1.75278418e-02,+1.55187845e-03,+9.48752311e-03,-1.11303599e-04,+3.54407899e-04,+3.72010992e-04,-2.46418217e-03,-2.31602272e-03,-2.39576366e-03,+1.78976503e-04,+2.75371667e-03,+3.28799188e+01,+3.28112317e+01,+3.28819067e+01,+3.28081686e+01,+1.64205788e-02,+1.45053433e-02,+1.62302481e-02,+1.43154731e-02,-8.01505319e+01,+3,+1.94395373e+02,+0.00000000e+00,-5.83652276e+01,-5.83652276e+01,+2.05321089e+02,+1.05620368e+00,
+9.49000000e+00,+0.00000000e+00,+8.43761199e+01,+1.25599355e+00,+1.51024612e+01,-1.85129116e-03,-4.01527370e-01,+3.66965873e-03,+1.75267356e-02,+1.55531151e-03,+9.49121459e-03,-1.11074466e-04,+3.34467992e-04,+3.65925467e-04,-2.46474114e-03,-2.31769880e-03,-2.39479428e-03,+1.79367797e-04,+2.75352987e-03,+3.28711451e+01,+3.28024459e+01,+3.28731437e+01,+3.27993922e+01,+1.64211562e-02,+1.45053535e-02,+1.62306480e-02,+1.43153218e-02,-8.02518807e+01,+3,+1.94316104e+02,+0.00000000e+00,-5.84338020e+01,-5.84338020e+01,+2.05266290e+02,+1.05635254e+00,
+9.50000000e+00,+0.00000000e+00,+8.45271075e+01,+1.25861998e+00,+1.50984429e+01,-1.86739218e-03,-4.01857823e-01,+3.71703097e-03,+1.75256318e-02,+1.55854731e-03,+9.49484386e-03,-1.10787056e-04,+3.14965456e-04,+3.59572061e-04,-2.46523194e-03,-2.31930608e-03,-2.39381886e-03,+1.79736503e-04,+2.75329186e-03,+3.28623665e+01,+3.27936564e+01,+3.28643755e+01,+3.27906116e+01,+1.64217187e-02,+1.45053705e-02,+1.62310544e-02,+1.43151979e-02,-8.03493525e+01,+3,+1.94237583e+02,+0.00000000e+00,-5.84998028e+01,-5.84998028e+01,+2.05211464e+02,+1.05649730e+00,
+9.51000000e+00,+0.00000000e+00,+8.46780550e+01,+1.26124534e+00,+1.50944213e+01,-1.88315784e-03,-4.02176109e-01,+3.76362559e-03,+1.75245312e-02,+1.56159067e-03,+9.49840833e-03,-1.10446046e-04,+2.95986802e-04,+3.52972691e-04,-2.46565733e-03,-2.32084663e-03,-2.39283924e-03,+1.80083547e-04,+2.75300633e-03,+3.28535834e+01,+3.27848634e+01,+3.28556023e+01,+3.27818270e+01,+1.64222659e-02,+1.45053939e-02,+1.62314646e-02,+1.43150988e-02,-8.04430775e+01,+3,+1.94159787e+02,+0.00000000e+00,-5.85632990e+01,-5.85632990e+01,+2.05156613e+02,+1.05663811e+00,
+9.52000000e+00,+0.00000000e+00,+8.48289622e+01,+1.26386962e+00,+1.50903967e+01,-1.89859682e-03,-4.02481997e-01,+3.80994938e-03,+1.75234340e-02,+1.56444723e-03,+9.50190567e-03,-1.10056075e-04,+2.77605771e-04,+3.46149447e-04,-2.46602025e-03,-2.32232270e-03,-2.39185737e-03,+1.80409658e-04,+2.75267668e-03,+3.28447959e+01,+3.27760669e+01,+3.28468242e+01,+3.27730385e+01,+1.64227974e-02,+1.45054232e-02,+1.62318762e-02,+1.43150217e-02,-8.05330938e+01,+3,+1.94082691e+02,+0.00000000e+00,-5.86243588e+01,-5.86243588e+01,+2.05101736e+02,+1.05677508e+00,
+9.53000000e+00,+0.00000000e+00,+8.49798292e+01,+1.26649284e+00,+1.50863690e+01,-1.91371648e-03,-4.02776119e-01,+3.85609585e-03,+1.75223409e-02,+1.56712328e-03,+9.50533374e-03,-1.09621742e-04,+2.59884045e-04,+3.39124352e-04,-2.46632389e-03,-2.32373678e-03,-2.39087539e-03,+1.80715267e-04,+2.75230592e-03,+3.28360040e+01,+3.27672671e+01,+3.28380414e+01,+3.27642464e+01,+1.64233130e-02,+1.45054580e-02,+1.62322870e-02,+1.43149641e-02,-8.06195114e+01,+3,+1.94006273e+02,+0.00000000e+00,-5.86830496e+01,-5.86830496e+01,+2.05046833e+02,+1.05690834e+00,
